Frequency,S11_Magnitude,
1506082444,-8.642387332,
1507415555,-8.537089011,
1508748666,-8.40313358,
1510081777,-8.245269244,
1511414888,-8.079182317,
1512748000,-7.902539435,
1514081111,-7.735768784,
1515414222,-7.577616735,
1516747333,-7.436475846,
1518080444,-7.311960708,
1519413555,-7.204799441,
1520746666,-7.12164762,
1522079777,-7.05745928,
1523412888,-7.009962966,
1524746000,-6.975484671,
1526079111,-6.979879392,
1527412222,-6.99717649,
1528745333,-7.041897366,
1530078444,-7.087535455,
1531411555,-7.148332641,
1532744666,-7.205038206,
1534077777,-7.253918266,
1535410888,-7.285855968,
1536744000,-7.311669564,
1538077111,-7.319175793,
1539410222,-7.307561268,
1540743333,-7.282662662,
1542076444,-7.256975274,
1543409555,-7.213574788,
1544742666,-7.157572913,
1546075777,-7.087530488,
1547408888,-7.009535551,
1548742000,-6.931640746,
1550075111,-6.867093743,
1551408222,-6.786921019,
1552741333,-6.741279113,
1554074444,-6.700076692,
1555407555,-6.701035438,
1556740666,-6.721697084,
1558073777,-6.752469801,
1559406888,-6.810343153,
1560740000,-6.872251165,
1562073111,-6.972260456,
1563406222,-7.093382833,
1564739333,-7.230482562,
1566072444,-7.38803576,
1567405555,-7.56510706,
1568738666,-7.755409256,
1570071777,-7.961565665,
1571404888,-8.165097878,
1572738000,-8.351170116,
1574071111,-8.510645506,
1575404222,-8.633204918,
1576737333,-8.709361376,
1578070444,-8.743113301,
1579403555,-8.71542628,
1580736666,-8.639116911,
1582069777,-8.511951391,
1583402888,-8.338654833,
1584736000,-8.134647861,
1586069111,-7.905396639,
1587402222,-7.677639844,
1588735333,-7.442411637,
1590068444,-7.219408267,
1591401555,-7.014107003,
1592734666,-6.833294009,
1594067777,-6.681993822,
1595400888,-6.56238147,
1596734000,-6.479379868,
1598067111,-6.434933616,
1599400222,-6.42869638,
1600733333,-6.453929952,
1602066444,-6.517484111,
1603399555,-6.608141884,
1604732666,-6.731702802,
1606065777,-6.871706801,
1607398888,-7.035570693,
1608732000,-7.224982683,
1610065111,-7.406597314,
1611398222,-7.590536406,
1612731333,-7.766406519,
1614064444,-7.915957552,
1615397555,-8.018419713,
1616730666,-8.065592194,
1618063777,-8.055446879,
1619396888,-7.979493595,
1620730000,-7.847040588,
1622063111,-7.676502262,
1623396222,-7.486583763,
1624729333,-7.28265061,
1626062444,-7.080510625,
1627395555,-6.880101589,
1628728666,-6.695987952,
1630061777,-6.537657645,
1631394888,-6.393349287,
1632728000,-6.288738774,
1634061111,-6.214493621,
1635394222,-6.169376952,
1636727333,-6.161963316,
1638060444,-6.184811388,
1639393555,-6.245799774,
1640726666,-6.313209195,
1642059777,-6.412935695,
1643392888,-6.529329656,
1644726000,-6.650110312,
1646059111,-6.78192894,
1647392222,-6.914594112,
1648725333,-7.045775741,
1650058444,-7.166198531,
1651391555,-7.280402739,
1652724666,-7.363002147,
1654057777,-7.411077556,
1655390888,-7.414146634,
1656724000,-7.372983456,
1658057111,-7.293382217,
1659390222,-7.183803754,
1660723333,-7.019212096,
1662056444,-6.855354898,
1663389555,-6.696006639,
1664722666,-6.511287467,
1666055777,-6.31466542,
1667388888,-6.161811532,
1668722000,-6.00406366,
1670055111,-5.879357503,
1671388222,-5.767162115,
1672721333,-5.685352503,
1674054444,-5.626280474,
1675387555,-5.600403135,
1676720666,-5.603695198,
1678053777,-5.640173574,
1679386888,-5.707059373,
1680720000,-5.810626447,
1682053111,-5.946757448,
1683386222,-6.117664402,
1684719333,-6.320748833,
1686052444,-6.542469384,
1687385555,-6.790996224,
1688718666,-7.070219632,
1690051777,-7.359933596,
1691384888,-7.636599203,
1692718000,-7.908973292,
1694051111,-8.129326298,
1695384222,-8.324861938,
1696717333,-8.456242181,
1698050444,-8.470790436,
1699383555,-8.396143332,
1700716666,-8.23265856,
1702049777,-7.999224792,
1703382888,-7.717857571,
1704716000,-7.432611256,
1706049111,-7.150852173,
1707382222,-6.888444759,
1708715333,-6.653032956,
1710048444,-6.450658551,
1711381555,-6.277387001,
1712714666,-6.138375341,
1714047777,-6.043925872,
1715380888,-5.97585243,
1716714000,-5.944078279,
1718047111,-5.938113451,
1719380222,-5.978865459,
1720713333,-6.051806408,
1722046444,-6.146847073,
1723379555,-6.249977807,
1724712666,-6.368968997,
1726045777,-6.50502374,
1727378888,-6.637120649,
1728712000,-6.770041315,
1730045111,-6.883747369,
1731378222,-6.975827679,
1732711333,-7.080935333,
1734044444,-7.15367572,
1735377555,-7.199015415,
1736710666,-7.228236635,
1738043777,-7.217027401,
1739376888,-7.173561962,
1740710000,-7.107333116,
1742043111,-7.02075317,
1743376222,-6.923500001,
1744709333,-6.813030568,
1746042444,-6.726544229,
1747375555,-6.640028905,
1748708666,-6.552594594,
1750041777,-6.493456913,
1751374888,-6.445591505,
1752708000,-6.41094568,
1754041111,-6.391500223,
1755374222,-6.390646578,
1756707333,-6.416706703,
1758040444,-6.441149022,
1759373555,-6.497819014,
1760706666,-6.572877381,
1762039777,-6.66650619,
1763372888,-6.77285077,
1764706000,-6.895982422,
1766039111,-7.03358108,
1767372222,-7.182765993,
1768705333,-7.338521561,
1770038444,-7.487213545,
1771371555,-7.659637708,
1772704666,-7.826455084,
1774037777,-7.979777861,
1775370888,-8.1315647,
1776704000,-8.204109456,
1778037111,-8.296547197,
1779370222,-8.341707742,
1780703333,-8.341258308,
1782036444,-8.311608138,
1783369555,-8.248276127,
1784702666,-8.161154541,
1786035777,-8.054408434,
1787368888,-7.943883931,
1788702000,-7.856491201,
1790035111,-7.76470359,
1791368222,-7.680603464,
1792701333,-7.597812559,
1794034444,-7.532801441,
1795367555,-7.48874889,
1796700666,-7.436793495,
1798033777,-7.395067184,
1799366888,-7.369260435,
1800700000,-7.331434568,
1802033111,-7.334390936,
1803366222,-7.323838238,
1804699333,-7.327554059,
1806032444,-7.33297899,
1807365555,-7.337387459,
1808698666,-7.340311964,
1810031777,-7.341767361,
1811364888,-7.309796211,
1812698000,-7.283133713,
1814031111,-7.258858649,
1815364222,-7.24282465,
1816697333,-7.228654288,
1818030444,-7.239249914,
1819363555,-7.25868449,
1820696666,-7.287179311,
1822029777,-7.323277452,
1823362888,-7.374431294,
1824696000,-7.431415683,
1826029111,-7.511437774,
1827362222,-7.591031948,
1828695333,-7.693484583,
1830028444,-7.788905375,
1831361555,-7.91337643,
1832694666,-8.032316172,
1834027777,-8.140976913,
1835360888,-8.253553451,
1836694000,-8.34013917,
1838027111,-8.414234582,
1839360222,-8.469424087,
1840693333,-8.503238214,
1842026444,-8.518804276,
1843359555,-8.509982462,
1844692666,-8.507171382,
1846025777,-8.462396745,
1847358888,-8.41186056,
1848692000,-8.351109492,
1850025111,-8.286609356,
1851358222,-8.217775447,
1852691333,-8.147770825,
1854024444,-8.083927418,
1855357555,-8.038499048,
1856690666,-8.012996082,
1858023777,-7.994494474,
1859356888,-7.999336206,
1860690000,-8.021999661,
1862023111,-8.051472661,
1863356222,-8.088627351,
1864689333,-8.134378416,
1866022444,-8.190787095,
1867355555,-8.243671377,
1868688666,-8.301998503,
1870021777,-8.345294746,
1871354888,-8.369596507,
1872688000,-8.377928988,
1874021111,-8.354302978,
1875354222,-8.301032102,
1876687333,-8.226486778,
1878020444,-8.118772085,
1879353555,-7.987912711,
1880686666,-7.819383767,
1882019777,-7.663159175,
1883352888,-7.494491718,
1884686000,-7.338887355,
1886019111,-7.193354937,
1887352222,-7.047314183,
1888685333,-6.923303484,
1890018444,-6.816023439,
1891351555,-6.726462529,
1892684666,-6.659808605,
1894017777,-6.618043955,
1895350888,-6.601983978,
1896684000,-6.627309748,
1898017111,-6.7001537,
1899350222,-6.810831273,
1900683333,-6.966512387,
1902016444,-7.16075212,
1903349555,-7.398312447,
1904682666,-7.680104698,
1906015777,-7.974438706,
1907348888,-8.339571121,
1908682000,-8.700849594,
1910015111,-9.079588146,
1911348222,-9.48195574,
1912681333,-9.859085734,
1914014444,-10.18597192,
1915347555,-10.45006629,
1916680666,-10.60121768,
1918013777,-10.61347461,
1919346888,-10.49483266,
1920680000,-10.26444952,
1922013111,-9.956590489,
1923346222,-9.614361263,
1924679333,-9.257665467,
1926012444,-8.910683205,
1927345555,-8.592450703,
1928678666,-8.316543444,
1930011777,-8.050935596,
1931344888,-7.840383247,
1932678000,-7.672069656,
1934011111,-7.533043019,
1935344222,-7.482272642,
1936677333,-7.463030872,
1938010444,-7.473290442,
1939343555,-7.524899214,
1940676666,-7.629211016,
1942009777,-7.757646179,
1943342888,-7.923933222,
1944676000,-8.109349656,
1946009111,-8.31583773,
1947342222,-8.544745436,
1948675333,-8.786908785,
1950008444,-9.025180002,
1951341555,-9.281318849,
1952674666,-9.519378317,
1954007777,-9.74035289,
1955340888,-9.937918871,
1956674000,-10.09967433,
1958007111,-10.21249698,
1959340222,-10.27883383,
1960673333,-10.29113928,
1962006444,-10.24443884,
1963339555,-10.15964932,
1964672666,-10.03124692,
1966005777,-9.877182545,
1967338888,-9.727529781,
1968672000,-9.559707451,
1970005111,-9.405149016,
1971338222,-9.256058113,
1972671333,-9.125057835,
1974004444,-9.007455202,
1975337555,-8.91564855,
1976670666,-8.857544803,
1978003777,-8.832658036,
1979336888,-8.836897958,
1980670000,-8.889299009,
1982003111,-8.987842106,
1983336222,-9.124913264,
1984669333,-9.305905373,
1986002444,-9.523979245,
1987335555,-9.773071966,
1988668666,-10.05391018,
1990001777,-10.36201086,
1991334888,-10.68080504,
1992668000,-11.0170902,
1994001111,-11.34044317,
1995334222,-11.64167618,
1996667333,-11.87198354,
1998000444,-12.03125771,
1999333555,-12.06382202,
2000666666,-11.97250049,
2001999777,-11.74254364,
2003332888,-11.4132659,
2004666000,-11.02451745,
2005999111,-10.60443725,
2007332222,-10.18646171,
2008665333,-9.784929054,
2009998444,-9.411288266,
2011331555,-9.078175832,
2012664666,-8.795923638,
2013997777,-8.553006732,
2015330888,-8.341024989,
2016664000,-8.184443433,
2017997111,-8.08467673,
2019330222,-8.025746709,
2020663333,-8.005723241,
2021996444,-8.055816704,
2023329555,-8.147286436,
2024662666,-8.271258532,
2025995777,-8.432334513,
2027328888,-8.622695823,
2028662000,-8.848469588,
2029995111,-9.091105023,
2031328222,-9.354601827,
2032661333,-9.62674669,
2033994444,-9.901377676,
2035327555,-10.16128491,
2036660666,-10.39119304,
2037993777,-10.58469943,
2039326888,-10.72774286,
2040660000,-10.81207437,
2041993111,-10.82904786,
2043326222,-10.78279136,
2044659333,-10.6705827,
2045992444,-10.53035404,
2047325555,-10.36856467,
2048658666,-10.20483514,
2049991777,-10.05976621,
2051324888,-9.935578011,
2052658000,-9.837707644,
2053991111,-9.770801007,
2055324222,-9.734988096,
2056657333,-9.727839173,
2057990444,-9.745984777,
2059323555,-9.800923687,
2060656666,-9.872655753,
2061989777,-9.965742941,
2063322888,-10.07486001,
2064656000,-10.19947149,
2065989111,-10.32367778,
2067322222,-10.44354121,
2068655333,-10.55781379,
2069988444,-10.66506261,
2071321555,-10.72689253,
2072654666,-10.77847207,
2073987777,-10.76306167,
2075320888,-10.75770475,
2076654000,-10.70375879,
2077987111,-10.62667964,
2079320222,-10.53592467,
2080653333,-10.42379783,
2081986444,-10.30081994,
2083319555,-10.1804216,
2084652666,-10.08448802,
2085985777,-9.984218531,
2087318888,-9.919034757,
2088652000,-9.87215523,
2089985111,-9.86259013,
2091318222,-9.890207134,
2092651333,-9.953668896,
2093984444,-10.04865275,
2095317555,-10.18408874,
2096650666,-10.33590499,
2097983777,-10.52859707,
2099316888,-10.75110495,
2100650000,-10.9821281,
2101983111,-11.26452615,
2103316222,-11.56314487,
2104649333,-11.87507474,
2105982444,-12.17744019,
2107315555,-12.4668458,
2108648666,-12.70059928,
2109981777,-12.87502799,
2111314888,-12.97269782,
2112648000,-12.99463138,
2113981111,-12.94097484,
2115314222,-12.82402286,
2116647333,-12.65555541,
2117980444,-12.45862294,
2119313555,-12.24687567,
2120646666,-12.02640151,
2121979777,-11.79410914,
2123312888,-11.58064179,
2124646000,-11.37015102,
2125979111,-11.19943961,
2127312222,-11.05543173,
2128645333,-10.94506393,
2129978444,-10.86698043,
2131311555,-10.82264946,
2132644666,-10.82264134,
2133977777,-10.8511037,
2135310888,-10.91249812,
2136644000,-11.00759667,
2137977111,-11.12594419,
2139310222,-11.26768088,
2140643333,-11.43419759,
2141976444,-11.6335244,
2143309555,-11.87185026,
2144642666,-12.10322672,
2145975777,-12.34346734,
2147308888,-12.61353657,
2148642000,-12.87702183,
2149975111,-13.14552279,
2151308222,-13.42317732,
2152641333,-13.69026316,
2153974444,-13.94670836,
2155307555,-14.18186771,
2156640666,-14.39478936,
2157973777,-14.55748691,
2159306888,-14.71395592,
2160640000,-14.82951131,
2161973111,-14.89736418,
2163306222,-14.92486034,
2164639333,-14.92669775,
2165972444,-14.90221653,
2167305555,-14.85123422,
2168638666,-14.7708409,
2169971777,-14.68448763,
2171304888,-14.58941567,
2172638000,-14.49223466,
2173971111,-14.38923871,
2175304222,-14.28862814,
2176637333,-14.16622477,
2177970444,-14.02839904,
2179303555,-13.84886655,
2180636666,-13.70996323,
2181969777,-13.54970669,
2183302888,-13.37638451,
2184636000,-13.20839247,
2185969111,-13.02740165,
2187302222,-12.87485486,
2188635333,-12.6932118,
2189968444,-12.54136011,
2191301555,-12.38655573,
2192634666,-12.24945916,
2193967777,-12.11796359,
2195300888,-12.01570058,
2196634000,-11.94346902,
2197967111,-11.91101939,
2199300222,-11.92126359,
2200633333,-11.97440606,
2201966444,-12.08268206,
2203299555,-12.2306346,
2204632666,-12.42238073,
2205965777,-12.65239903,
2207298888,-12.94504127,
2208632000,-13.26877232,
2209965111,-13.64276582,
2211298222,-14.08030301,
2212631333,-14.54274079,
2213964444,-15.03352415,
2215297555,-15.52977343,
2216630666,-15.99357282,
2217963777,-16.35572702,
2219296888,-16.57453717,
2220630000,-16.59733571,
2221963111,-16.47780638,
2223296222,-16.18731427,
2224629333,-15.80748031,
2225962444,-15.36907559,
2227295555,-14.91766655,
2228628666,-14.49689448,
2229961777,-14.09441371,
2231294888,-13.74785953,
2232628000,-13.45993774,
2233961111,-13.24107835,
2235294222,-13.09571955,
2236627333,-13.01877517,
2237960444,-13.01753146,
2239293555,-13.07817491,
2240626666,-13.20043323,
2241959777,-13.37922919,
2243292888,-13.59782713,
2244626000,-13.84957411,
2245959111,-14.16612398,
2247292222,-14.47568733,
2248625333,-14.82513253,
2249958444,-15.16203861,
2251291555,-15.51560881,
2252624666,-15.83243655,
2253957777,-16.11379747,
2255290888,-16.36059745,
2256624000,-16.55709667,
2257957111,-16.72245209,
2259290222,-16.82700461,
2260623333,-16.8985179,
2261956444,-16.97150702,
2263289555,-17.04434785,
2264622666,-17.12765257,
2265955777,-17.25484515,
2267288888,-17.44799376,
2268622000,-17.69806778,
2269955111,-18.0158781,
2271288222,-18.42812194,
2272621333,-18.93503006,
2273954444,-19.54354849,
2275287555,-20.28942438,
2276620666,-21.14916184,
2277953777,-22.1147152,
2279286888,-23.22065705,
2280620000,-24.41341606,
2281953111,-25.79483212,
2283286222,-27.1243353,
2284619333,-28.31074822,
2285952444,-29.16007694,
2287285555,-29.41341725,
2288618666,-29.20989948,
2289951777,-28.80415371,
2291284888,-28.3641311,
2292618000,-28.01947217,
2293951111,-27.9113387,
2295284222,-27.99229217,
2296617333,-28.22870689,
2297950444,-28.71409854,
2299283555,-29.34549934,
2300616666,-30.04498469,
2301949777,-30.78869254,
2303282888,-31.09881849,
2304616000,-30.65247604,
2305949111,-29.44350682,
2307282222,-27.7609051,
2308615333,-25.9723208,
2309948444,-24.30824886,
2311281555,-22.76089757,
2312614666,-21.40807813,
2313947777,-20.22130303,
2315280888,-19.18194808,
2316614000,-18.27108279,
2317947111,-17.48600044,
2319280222,-16.81378653,
2320613333,-16.25546049,
2321946444,-15.78830732,
2323279555,-15.4343121,
2324612666,-15.18351001,
2325945777,-15.0297749,
2327278888,-14.95825934,
2328612000,-14.98507145,
2329945111,-15.10915162,
2331278222,-15.33118614,
2332611333,-15.6538934,
2333944444,-16.08221499,
2335277555,-16.62160331,
2336610666,-17.26526888,
2337943777,-18.03112411,
2339276888,-18.90582396,
2340610000,-19.90095183,
2341943111,-20.97606588,
2343276222,-22.0851777,
2344609333,-23.00381409,
2345942444,-23.51188162,
2347275555,-23.3759163,
2348608666,-22.69037022,
2349941777,-21.73223754,
2351274888,-20.75176097,
2352608000,-19.86049594,
2353941111,-19.05455824,
2355274222,-18.38820232,
2356607333,-17.85402639,
2357940444,-17.43923989,
2359273555,-17.14512503,
2360606666,-16.95581225,
2361939777,-16.86870941,
2363272888,-16.88138244,
2364606000,-16.99512855,
2365939111,-17.19475935,
2367272222,-17.48677948,
2368605333,-17.8938354,
2369938444,-18.35302783,
2371271555,-18.89463106,
2372604666,-19.49523492,
2373937777,-20.1685476,
2375270888,-20.91586378,
2376604000,-21.65204863,
2377937111,-22.40452958,
2379270222,-23.10029838,
2380603333,-23.71980163,
2381936444,-24.21023232,
2383269555,-24.60830439,
2384602666,-24.94388015,
2385935777,-25.21294749,
2387268888,-25.55704872,
2388602000,-25.98960852,
2389935111,-26.59988305,
2391268222,-27.43896612,
2392601333,-28.58615753,
2393934444,-30.19959199,
2395267555,-32.67831434,
2396600666,-36.25344002,
2397933777,-41.29408479,
2399266888,-40.03627859,
2400600000,-34.61538793,
2401933111,-30.76477597,
2403266222,-28.01764779,
2404599333,-25.98202497,
2405932444,-24.41482415,
2407265555,-23.17404293,
2408598666,-22.19038092,
2409931777,-21.40167291,
2411264888,-20.77335935,
2412598000,-20.28448905,
2413931111,-19.91143783,
2415264222,-19.64526243,
2416597333,-19.47755286,
2417930444,-19.39497753,
2419263555,-19.4106757,
2420596666,-19.52160985,
2421929777,-19.74990426,
2423262888,-20.11069043,
2424596000,-20.64391005,
2425929111,-21.30791512,
2427262222,-22.0917738,
2428595333,-22.7989047,
2429928444,-23.28858845,
2431261555,-23.24579459,
2432594666,-22.53147227,
2433927777,-21.40357843,
2435260888,-20.16487213,
2436594000,-18.96075655,
2437927111,-17.89228907,
2439260222,-16.97195507,
2440593333,-16.21664336,
2441926444,-15.63317117,
2443259555,-15.1759957,
2444592666,-14.85404573,
2445925777,-14.62642471,
2447258888,-14.50786806,
2448592000,-14.47483888,
2449925111,-14.5244477,
2451258222,-14.63372743,
2452591333,-14.82131552,
2453924444,-15.00976362,
2455257555,-15.21150447,
2456590666,-15.35324303,
2457923777,-15.43669798,
2459256888,-15.43587978,
2460590000,-15.28673453,
2461923111,-15.03093336,
2463256222,-14.65898903,
2464589333,-14.23701764,
2465922444,-13.76692429,
2467255555,-13.31712141,
2468588666,-12.88359122,
2469921777,-12.49986345,
2471254888,-12.17964787,
2472588000,-11.92700937,
2473921111,-11.75034446,
2475254222,-11.65192856,
2476587333,-11.63744173,
2477920444,-11.6855391,
2479253555,-11.82248065,
2480586666,-12.02335362,
2481919777,-12.3040982,
2483252888,-12.65140436,
2484586000,-13.05858596,
2485919111,-13.49963865,
2487252222,-13.95317948,
2488585333,-14.43066491,
2489918444,-14.85129024,
2491251555,-15.13042924,
2492584666,-15.24039055,
2493917777,-15.11872273,
2495250888,-14.81611494,
2496584000,-14.36317373,
2497917111,-13.79869771,
2499250222,-13.21556668,
2500583333,-12.68095102,
2501916444,-12.13620549,
2503249555,-11.67365915,
2504582666,-11.29721024,
2505915777,-10.99257564,
2507248888,-10.76533732,
2508582000,-10.62292108,
2509915111,-10.54506926,
2511248222,-10.55576364,
2512581333,-10.65062323,
2513914444,-10.82784319,
2515247555,-11.12637924,
2516580666,-11.49904588,
2517913777,-11.98595415,
2519246888,-12.59757619,
2520580000,-13.33922799,
2521913111,-14.25451648,
2523246222,-15.35274429,
2524579333,-16.63303918,
2525912444,-18.06251327,
2527245555,-19.58144486,
2528578666,-20.76884267,
2529911777,-21.10930328,
2531244888,-20.34620716,
2532578000,-18.93742393,
2533911111,-17.41067586,
2535244222,-16.03131485,
2536577333,-14.83909918,
2537910444,-13.85944589,
2539243555,-13.06698582,
2540576666,-12.42894605,
2541909777,-11.9262922,
2543242888,-11.54829446,
2544576000,-11.26964718,
2545909111,-11.08036372,
2547242222,-10.99014466,
2548575333,-10.967404,
2549908444,-11.00924911,
2551241555,-11.14091939,
2552574666,-11.32512814,
2553907777,-11.58441236,
2555240888,-11.92572772,
2556574000,-12.33978609,
2557907111,-12.83143681,
2559240222,-13.41521639,
2560573333,-14.09761804,
2561906444,-14.86856713,
2563239555,-15.750946,
2564572666,-16.73665621,
2565905777,-17.81001649,
2567238888,-18.99594841,
2568572000,-20.26640105,
2569905111,-21.53152343,
2571238222,-22.66528261,
2572571333,-23.48862762,
2573904444,-23.8770951,
2575237555,-23.7210275,
2576570666,-23.23972205,
2577903777,-22.59260507,
2579236888,-21.88711194,
2580570000,-21.23027103,
2581903111,-20.64231035,
2583236222,-20.10398894,
2584569333,-19.62935864,
2585902444,-19.20007266,
2587235555,-18.85213556,
2588568666,-18.48043379,
2589901777,-18.19011742,
2591234888,-17.89404471,
2592568000,-17.62732235,
2593901111,-17.39454528,
2595234222,-17.19771915,
2596567333,-16.97427474,
2597900444,-16.76476454,
2599233555,-16.57857424,
2600566666,-16.36457638,
2601899777,-16.13262391,
2603232888,-15.86940422,
2604566000,-15.5626962,
2605899111,-15.22437434,
2607232222,-14.84752961,
2608565333,-14.43756118,
2609898444,-14.01285608,
2611231555,-13.58091461,
2612564666,-13.15396106,
2613897777,-12.74383515,
2615230888,-12.34333164,
2616564000,-11.96695808,
2617897111,-11.6327431,
2619230222,-11.33965637,
2620563333,-11.08219163,
2621896444,-10.87484033,
2623229555,-10.69921455,
2624562666,-10.59415467,
2625895777,-10.52650576,
2627228888,-10.51538152,
2628562000,-10.55610691,
2629895111,-10.63957972,
2631228222,-10.74857918,
2632561333,-10.89772445,
2633894444,-11.05950315,
2635227555,-11.2625171,
2636560666,-11.43556736,
2637893777,-11.6231733,
2639226888,-11.79193122,
2640560000,-11.94660096,
2641893111,-12.03705985,
2643226222,-12.05958949,
2644559333,-12.01176741,
2645892444,-11.88584657,
2647225555,-11.67960745,
2648558666,-11.4029616,
2649891777,-11.1292473,
2651224888,-10.81455771,
2652558000,-10.52201516,
2653891111,-10.2430007,
2655224222,-9.987651192,
2656557333,-9.75657854,
2657890444,-9.542406904,
2659223555,-9.377587351,
2660556666,-9.218422169,
2661889777,-9.090038135,
2663222888,-8.983742369,
2664556000,-8.913605297,
2665889111,-8.846892312,
2667222222,-8.800328377,
2668555333,-8.758795261,
2669888444,-8.74685299,
2671221555,-8.728995847,
2672554666,-8.714716233,
2673887777,-8.723396655,
2675220888,-8.695251402,
2676554000,-8.709666518,
2677887111,-8.716749386,
2679220222,-8.737481309,
2680553333,-8.75624034,
2681886444,-8.776311851,
2683219555,-8.806248533,
2684552666,-8.84021609,
2685885777,-8.880789684,
2687218888,-8.942204919,
2688552000,-9.004065821,
2689885111,-9.091357521,
2691218222,-9.201113653,
2692551333,-9.334837599,
2693884444,-9.484715746,
2695217555,-9.642640425,
2696550666,-9.793017162,
2697883777,-9.963944247,
2699216888,-10.14658931,
2700550000,-10.3034979,
2701883111,-10.48891012,
2703216222,-10.63705754,
2704549333,-10.78531614,
2705882444,-10.90378817,
2707215555,-10.9805278,
2708548666,-11.01422387,
2709881777,-10.99645173,
2711214888,-10.93390296,
2712548000,-10.814155,
2713881111,-10.6791104,
2715214222,-10.514512,
2716547333,-10.35462661,
2717880444,-10.2127802,
2719213555,-10.07889254,
2720546666,-9.937179484,
2721879777,-9.83497943,
2723212888,-9.74157084,
2724546000,-9.681611422,
2725879111,-9.654934921,
2727212222,-9.673688178,
2728545333,-9.717471044,
2729878444,-9.800952644,
2731211555,-9.935600604,
2732544666,-10.06775319,
2733877777,-10.2402814,
2735210888,-10.44163721,
2736544000,-10.65031926,
2737877111,-10.88896604,
2739210222,-11.10201816,
2740543333,-11.35939955,
2741876444,-11.55296123,
2743209555,-11.72079332,
2744542666,-11.85240568,
2745875777,-11.92113618,
2747208888,-11.92307108,
2748542000,-11.86181071,
2749875111,-11.73427251,
2751208222,-11.53082536,
2752541333,-11.26842274,
2753874444,-10.96748747,
2755207555,-10.64885549,
2756540666,-10.32204472,
2757873777,-10.01625295,
2759206888,-9.730479084,
2760540000,-9.473540456,
2761873111,-9.24349259,
2763206222,-9.052038424,
2764539333,-8.883957072,
2765872444,-8.781703796,
2767205555,-8.676381463,
2768538666,-8.633779026,
2769871777,-8.617183383,
2771204888,-8.629999701,
2772538000,-8.682793904,
2773871111,-8.765795742,
2775204222,-8.882912399,
2776537333,-9.02001208,
2777870444,-9.166508867,
2779203555,-9.337632209,
2780536666,-9.498372356,
2781869777,-9.646530972,
2783202888,-9.774690113,
2784536000,-9.873163277,
2785869111,-9.925290571,
2787202222,-9.907021437,
2788535333,-9.830231226,
2789868444,-9.683523317,
2791201555,-9.475170698,
2792534666,-9.210685828,
2793867777,-8.934786152,
2795200888,-8.64777887,
2796534000,-8.36574563,
2797867111,-8.108236991,
2799200222,-7.879715907,
2800533333,-7.678797236,
2801866444,-7.514528613,
2803199555,-7.376710897,
2804532666,-7.249982846,
2805865777,-7.179729397,
2807198888,-7.142590808,
2808532000,-7.132492887,
2809865111,-7.154700703,
2811198222,-7.21873466,
2812531333,-7.276412026,
2813864444,-7.388841921,
2815197555,-7.520484311,
2816530666,-7.656698499,
2817863777,-7.801476159,
2819196888,-7.958737219,
2820530000,-8.118811939,
2821863111,-8.266846101,
2823196222,-8.404704453,
2824529333,-8.52555569,
2825862444,-8.628601203,
2827195555,-8.697189783,
2828528666,-8.707709146,
2829861777,-8.689582843,
2831194888,-8.619273506,
2832528000,-8.508949018,
2833861111,-8.381725693,
2835194222,-8.23601021,
2836527333,-8.097591299,
2837860444,-7.954187426,
2839193555,-7.826207011,
2840526666,-7.715813604,
2841859777,-7.613995224,
2843192888,-7.530477141,
2844526000,-7.466342582,
2845859111,-7.416454317,
2847192222,-7.380753203,
2848525333,-7.36766922,
2849858444,-7.376121733,
2851191555,-7.379027751,
2852524666,-7.408157123,
2853857777,-7.444636724,
2855190888,-7.497241385,
2856524000,-7.56068315,
2857857111,-7.637821342,
2859190222,-7.708510757,
2860523333,-7.792214868,
2861856444,-7.879984207,
2863189555,-7.964725883,
2864522666,-8.02818752,
2865855777,-8.068852483,
2867188888,-8.105990732,
2868522000,-8.113010477,
2869855111,-8.094093674,
2871188222,-8.052548097,
2872521333,-7.992062179,
2873854444,-7.911184093,
2875187555,-7.798857474,
2876520666,-7.686486095,
2877853777,-7.581546069,
2879186888,-7.471767249,
2880520000,-7.366413112,
2881853111,-7.272331294,
2883186222,-7.184342834,
2884519333,-7.099723,
2885852444,-7.047964981,
2887185555,-6.999795844,
2888518666,-6.955637152,
2889851777,-6.950068755,
2891184888,-6.932491059,
2892518000,-6.944689108,
2893851111,-6.980426769,
2895184222,-7.046697172,
2896517333,-7.127793449,
2897850444,-7.229533008,
2899183555,-7.34054424,
2900516666,-7.47085718,
2901849777,-7.643702807,
2903182888,-7.791475784,
2904516000,-7.965577738,
2905849111,-8.171096139,
2907182222,-8.377935272,
2908515333,-8.581226946,
2909848444,-8.770448297,
2911181555,-8.923193288,
2912514666,-9.031374349,
2913847777,-9.07013225,
2915180888,-9.053365871,
2916514000,-8.997818057,
2917847111,-8.892119328,
2919180222,-8.765123536,
2920513333,-8.584982763,
2921846444,-8.384734477,
2923179555,-8.181929129,
2924512666,-7.955363687,
2925845777,-7.731509336,
2927178888,-7.510071714,
2928512000,-7.29081789,
2929845111,-7.084754137,
2931178222,-6.886462688,
2932511333,-6.725073804,
2933844444,-6.561703815,
2935177555,-6.441742841,
2936510666,-6.329576654,
2937843777,-6.240482376,
2939176888,-6.185719426,
